"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"HLA-DRA",0.652639172663064,1.21740040871547,0.01,0.006,1
"LAIR2",0.652639172663064,-1.36621216406597,0.006,0.01,1
"IFI27",0.654720848723661,-2.68934634657012,0.006,0.01,1
"FOSB",0.657236218336499,-0.314781863145095,0.109,0.119,1
"PDGFA",0.65889225023739,-0.465449170677447,0.01,0.006,1
"IL6R",0.660981947820896,-0.649944195891803,0.01,0.006,1
"QPCT",0.660981947820896,2.7024132314047,0.006,0.01,1
"TRAT1",0.663090617645559,-0.218565873356207,0.514,0.46,1
"BIN2",0.672112086853896,0.129151381385467,0.248,0.264,1
"AIM2",0.67211535020153,0.23374834154239,0.039,0.032,1
"GZMB",0.672919867037248,0.930353978365905,0.248,0.225,1
"KLRC3",0.681861408887157,-1.76788498156025,0.042,0.048,1
"ATF6B",0.68674012199874,0.492120949314804,0.051,0.045,1
"TNFSF14",0.689495936500137,-1.08232864644355,0.039,0.032,1
"FASLG",0.690392705772611,0.495354221429079,0.045,0.039,1
"PRF1",0.695762021153973,0.252341759600454,0.232,0.215,1
"TNF",0.699644210905099,-0.238450945329644,0.1,0.109,1
"TNFRSF25",0.70111079986023,-0.223212678181336,0.042,0.035,1
"STING1",0.708454271438945,0.136802236944504,0.122,0.109,1
"CX3CR1",0.710453326547343,-0.129541413537239,0.013,0.01,1
"CTSW",0.721991459943112,-0.548990328718468,0.061,0.068,1
"SLAMF1",0.723646897719449,0.263653728396088,0.174,0.164,1
"SMAD3",0.731578538756377,-0.513707038702834,0.26,0.232,1
"IL12A",0.73481624202829,-1.58010204287749,0.013,0.016,1
"CTLA4",0.738824733091847,0.286915465253911,0.048,0.055,1
"BCL2",0.743956677444939,-0.520268354352261,0.145,0.129,1
"VEGFA",0.747857301924709,1.53309969525755,0.013,0.016,1
"CST7",0.749571737500156,-0.101917026253791,0.36,0.35,1
"PTPN22",0.752817845499983,-0.367135500968206,0.215,0.193,1
"CD200",0.764889690990383,-0.186598194113234,0.016,0.019,1
"SELPLG",0.779550293109859,-0.211907415718002,0.482,0.457,1
"MYB",0.782755370643232,-0.556816569979341,0.106,0.109,1
"CD8B",0.784080242101503,-0.124147027843225,0.286,0.264,1
"HLA-DQB1",0.788435794363007,0.310982062317143,0.023,0.019,1
"GZMH",0.793105215762109,1.24215191936462,0.029,0.026,1
"AHR",0.794357235641537,-0.222241005483948,0.244,0.228,1
"CD37",0.798236853073082,-0.402370207186315,0.614,0.563,1
"ARL4C",0.813435287669679,-0.453508189479745,0.289,0.26,1
"AQP3",0.820651043531503,-0.387704812093892,0.026,0.023,1
"CCL4",0.824034040763149,2.5116733795074,0.138,0.132,1
"KLRG1",0.827158727230918,-0.734721636436811,0.138,0.145,1
"SIT1",0.827200982325331,-0.712630368800172,0.077,0.08,1
"IL32",0.827880634384699,0.219353226006858,0.926,0.884,1
"GZMK",0.829209197779735,-0.44133017123321,0.248,0.225,1
"ANXA5",0.83427542282177,0.321839948800372,0.225,0.215,1
"FOXP3",0.834568162185225,-0.103785469317536,0.035,0.039,1
"IL18RAP",0.835571369009338,-0.239828892253559,0.248,0.235,1
"TMEM97",0.83867649028502,-0.849502237168778,0.032,0.029,1
"IL15",0.839754020751566,-0.549123332247941,0.051,0.055,1
"LIPA",0.842298818395166,-0.425228768854634,0.376,0.344,1
"HLA-DMA",0.843137703515808,-0.419785468102911,0.068,0.071,1
"KLRB1",0.84777244378957,-0.519546180185208,0.36,0.338,1
"KLRC4",0.847845652807423,-0.8743643770588,0.051,0.055,1
"NFATC2",0.84855861820779,-0.462589537857109,0.257,0.254,1
"IFITM2",0.855035829877492,-0.194974214097023,0.457,0.431,1
"NR4A1",0.870934943076085,0.493401272656983,0.045,0.048,1
"BCL2A1",0.881010032711268,-0.491647556671617,0.167,0.154,1
"ICAM1",0.881437588249638,-1.06559670818063,0.045,0.042,1
"NR3C1",0.897301546627176,-0.815853050939172,0.203,0.19,1
"IFNAR1",0.901247805040181,-0.12026997351797,0.164,0.167,1
"CNOT2",0.90245210442779,-0.385946975018125,0.299,0.277,1
"TNFSF8",0.907097776745648,-0.337408624707955,0.196,0.186,1
"IFNAR2",0.90906010018002,-1.43486900394852,0.087,0.087,1
"JUN",0.950793348648123,-0.712046383493852,0.151,0.141,1
"BTG2",0.958829043170155,-0.27490937818651,0.312,0.293,1
"GIMAP5",0.962461652309236,-0.572171620820622,0.441,0.395,1
"CXCL5",0.965981479662074,-0.686346723278221,0.232,0.212,1
"CD3E",0.980751073616938,-0.126988583565173,0.691,0.63,1
"VPS28",0.982996011295848,-0.727929216036733,0.199,0.19,1
"FOXP1",0.985455881741205,-0.467593480329453,0.206,0.193,1
"FURIN",0.986317850657522,-2.38548411597835,0.013,0.013,1
"CD40LG",0.986367410126049,-0.382614786261498,0.026,0.026,1
"IRF4",0.986399221243924,-0.172841840606036,0.103,0.1,1
"TNFRSF1A",0.99223418516612,0.512434456907998,0.103,0.103,1
"TLR2",0.993690432318111,-0.961750262896522,0.01,0.01,1
"KDELR1",0.994769567727037,0.738848821596793,0.019,0.019,1
"CSF1",0.995439084851348,-0.496720363744205,0.013,0.013,1
"FUT4",0.996263963841779,-0.91915403678108,0.019,0.019,1
"MMP25",0.9978967912876,0.223016134631025,0.01,0.01,1
"unknownAMM2347-unknown-AMM2347-pAbO",0.9978967912876,-0.484233070799092,0.01,0.01,1
"IL18BP",0.998365591434686,0.797886811172116,0.016,0.016,1
"ZBTB32",1,-0.713216633774815,0.013,0.013,1
